Objetivo 1, Objetivo 2, Porcentaje de peticiones servidas, Solucion factible
130926.0,53455.0,23.077,SI
130926.0,53455.0,23.077,SI
98051.0,91715.0,15.385,SI
101091.0,80000.0,0.0,SI
129324.0,56965.0,7.692,SI
111291.0,59295.0,15.385,SI
130926.0,53455.0,23.077,SI
130926.0,53455.0,23.077,SI
130926.0,53455.0,23.077,SI
98051.0,91715.0,15.385,SI
98051.0,91715.0,15.385,SI
98051.0,91715.0,15.385,SI
129324.0,56965.0,7.692,SI
96749.0,96957.0,7.692,SI
115370.0,57148.0,15.385,SI
98051.0,91715.0,15.385,SI
101091.0,80000.0,0.0,SI
98051.0,91715.0,15.385,SI
103144.0,61521.0,15.385,SI
130926.0,53455.0,23.077,SI
130926.0,53455.0,23.077,SI
101091.0,80000.0,0.0,SI
103144.0,61521.0,15.385,SI
103144.0,61521.0,15.385,SI
100365.0,91371.0,15.385,SI
130926.0,53455.0,23.077,SI
98051.0,91715.0,15.385,SI
98051.0,91715.0,15.385,SI
130926.0,53455.0,23.077,SI
130926.0,53455.0,23.077,SI
96830.0,96774.0,7.692,SI
111396.0,59295.0,15.385,SI
129517.0,56965.0,7.692,SI
116106.0,57148.0,15.385,SI
102320.0,80000.0,0.0,SI
104390.0,61521.0,15.385,SI
103401.0,65327.0,15.385,SI
104390.0,61521.0,15.385,SI
104390.0,61521.0,15.385,SI
103401.0,65327.0,15.385,SI
101698.0,91371.0,15.385,SI
98445.0,91715.0,15.385,SI
98445.0,91715.0,15.385,SI
98445.0,91715.0,15.385,SI
98445.0,91715.0,15.385,SI
98445.0,91715.0,15.385,SI
98445.0,91715.0,15.385,SI
131721.0,53455.0,23.077,SI
97992.0,96774.0,7.692,SI
97786.0,96957.0,7.692,SI
97721.0,133300.0,23.077,SI
112702.0,59295.0,15.385,SI
112702.0,59295.0,15.385,SI
112702.0,59295.0,15.385,SI
112702.0,59295.0,15.385,SI
112702.0,59295.0,15.385,SI
112702.0,59295.0,15.385,SI
116656.0,57148.0,15.385,SI
116656.0,57148.0,15.385,SI
116656.0,57148.0,15.385,SI
116656.0,57148.0,15.385,SI
116656.0,57148.0,15.385,SI
102341.0,86587.0,7.692,SI
105166.0,61521.0,15.385,SI
104009.0,70000.0,0.0,SI
104009.0,70000.0,0.0,SI
103490.0,80000.0,0.0,SI
103490.0,80000.0,0.0,SI
104263.0,65327.0,15.385,SI
98686.0,91715.0,15.385,SI
133157.0,53455.0,23.077,SI
133157.0,53455.0,23.077,SI
133157.0,53455.0,23.077,SI
97824.0,96957.0,7.692,SI
112807.0,59295.0,15.385,SI
118405.0,58181.0,23.077,SI
118754.0,57148.0,15.385,SI
103049.0,91371.0,15.385,SI
106363.0,61521.0,15.385,SI
103878.0,86587.0,7.692,SI
103878.0,86587.0,7.692,SI
103805.0,90000.0,0.0,SI
104459.0,65327.0,15.385,SI
98701.0,91715.0,15.385,SI
134508.0,53455.0,23.077,SI
98085.0,106774.0,7.692,SI
98750.0,101715.0,15.385,SI
98750.0,101715.0,15.385,SI
136304.0,55195.0,23.077,SI
118898.0,57148.0,15.385,SI
104534.0,70000.0,0.0,SI
103126.0,91371.0,15.385,SI
106589.0,61521.0,15.385,SI
105564.0,65327.0,15.385,SI
99239.0,91715.0,15.385,SI
112920.0,59295.0,15.385,SI
112920.0,59295.0,15.385,SI
99154.0,96957.0,7.692,SI
99154.0,96957.0,7.692,SI
99239.0,91715.0,15.385,SI
