Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
1202595.0;226414.0;88.235;SI
1194435.0;227631.0;88.235;SI
1202595.0;226414.0;88.235;SI
1186988.0;227786.0;88.235;SI
1201218.0;227125.0;88.235;SI
1202252.0;226920.0;88.235;SI
1196004.0;227631.0;88.235;SI
1203634.0;226414.0;88.235;SI
1195922.0;227893.0;88.235;SI
1190162.0;236753.0;88.235;SI
1192190.0;236381.0;88.235;SI
1187642.0;261584.0;88.235;SI
1202243.0;227410.0;88.235;SI
1201476.0;227484.0;88.235;SI
1203133.0;227232.0;88.235;SI
1196043.0;227631.0;88.235;SI
1203843.0;226414.0;88.235;SI
1203843.0;226414.0;88.235;SI
1203843.0;226414.0;88.235;SI
1193010.0;236381.0;88.235;SI
1192192.0;261584.0;88.235;SI
1188308.0;288552.0;82.353;SI
1192129.0;262846.0;88.235;SI
1203735.0;227494.0;88.235;SI
1197293.0;227631.0;88.235;SI
1204524.0;226414.0;88.235;SI
1193598.0;236381.0;88.235;SI
1192996.0;261584.0;88.235;SI
1197761.0;227631.0;88.235;SI
1204672.0;226414.0;88.235;SI
1204672.0;226414.0;88.235;SI
1193990.0;236381.0;88.235;SI
1193209.0;261584.0;88.235;SI
1198116.0;227631.0;88.235;SI
1204781.0;226414.0;88.235;SI
1204719.0;227232.0;88.235;SI
1204781.0;226414.0;88.235;SI
1204781.0;226414.0;88.235;SI
1194237.0;236381.0;88.235;SI
1198892.0;229170.0;88.235;SI
1199493.0;227631.0;88.235;SI
1204795.0;226414.0;88.235;SI
1194846.0;238927.0;88.235;SI
1195180.0;236381.0;88.235;SI
1195180.0;236381.0;88.235;SI
1194846.0;238927.0;88.235;SI
1194618.0;261584.0;88.235;SI
1194846.0;238927.0;88.235;SI
1194846.0;238927.0;88.235;SI
1194846.0;238927.0;88.235;SI
1194969.0;236780.0;88.235;SI
1195180.0;236381.0;88.235;SI
1199692.0;227631.0;88.235;SI
1199692.0;227631.0;88.235;SI
1205219.0;227494.0;88.235;SI
1205219.0;227494.0;88.235;SI
1205427.0;226414.0;88.235;SI
1195231.0;236381.0;88.235;SI
1195231.0;236381.0;88.235;SI
1200377.0;227631.0;88.235;SI
1205530.0;227232.0;88.235;SI
1205530.0;227232.0;88.235;SI
1205530.0;227232.0;88.235;SI
1205530.0;227232.0;88.235;SI
1205584.0;226414.0;88.235;SI
1195275.0;261531.0;88.235;SI
1195636.0;238927.0;88.235;SI
1196329.0;236381.0;88.235;SI
1203576.0;227631.0;88.235;SI
1201373.0;228197.0;88.235;SI
1205684.0;226414.0;88.235;SI
1205684.0;226414.0;88.235;SI
1205684.0;226414.0;88.235;SI
1205684.0;226414.0;88.235;SI
1205684.0;226414.0;88.235;SI
1205592.0;227232.0;88.235;SI
1205684.0;226414.0;88.235;SI
1195654.0;261584.0;88.235;SI
1196045.0;238927.0;88.235;SI
1196468.0;236381.0;88.235;SI
1204833.0;228098.0;88.235;SI
1201817.0;229778.0;88.235;SI
1205978.0;226414.0;88.235;SI
1205774.0;227691.0;88.235;SI
1196128.0;261584.0;88.235;SI
1196128.0;261584.0;88.235;SI
1196128.0;261584.0;88.235;SI
1196474.0;236381.0;88.235;SI
1196474.0;236381.0;88.235;SI
1203496.0;234115.0;88.235;SI
1206113.0;226414.0;88.235;SI
1196646.0;260162.0;88.235;SI
1197316.0;236381.0;88.235;SI
1196649.0;238927.0;88.235;SI
1197316.0;236381.0;88.235;SI
1206339.0;226414.0;88.235;SI
1196708.0;260162.0;88.235;SI
1205530.0;234115.0;88.235;SI
1197733.0;236381.0;88.235;SI
1197731.0;238927.0;88.235;SI
=======
1832595.0;366414.0;88.235;SI
1824435.0;367631.0;88.235;SI
1832595.0;366414.0;88.235;SI
1816988.0;367786.0;88.235;SI
1831218.0;367125.0;88.235;SI
1832252.0;366920.0;88.235;SI
1826004.0;367631.0;88.235;SI
1833634.0;366414.0;88.235;SI
1825922.0;367893.0;88.235;SI
1820162.0;376753.0;88.235;SI
1822190.0;376381.0;88.235;SI
1817642.0;401584.0;88.235;SI
1832243.0;367410.0;88.235;SI
1831476.0;367484.0;88.235;SI
1833133.0;367232.0;88.235;SI
1826043.0;367631.0;88.235;SI
1833843.0;366414.0;88.235;SI
1833843.0;366414.0;88.235;SI
1833843.0;366414.0;88.235;SI
1823010.0;376381.0;88.235;SI
1822192.0;401584.0;88.235;SI
1818308.0;498552.0;82.353;SI
1822129.0;402846.0;88.235;SI
1833735.0;367494.0;88.235;SI
1827293.0;367631.0;88.235;SI
1834524.0;366414.0;88.235;SI
1823598.0;376381.0;88.235;SI
1822996.0;401584.0;88.235;SI
1827761.0;367631.0;88.235;SI
1834672.0;366414.0;88.235;SI
1834672.0;366414.0;88.235;SI
1823990.0;376381.0;88.235;SI
1823209.0;401584.0;88.235;SI
1828116.0;367631.0;88.235;SI
1834781.0;366414.0;88.235;SI
1834719.0;367232.0;88.235;SI
1834781.0;366414.0;88.235;SI
1834781.0;366414.0;88.235;SI
1824237.0;376381.0;88.235;SI
1828892.0;369170.0;88.235;SI
1829493.0;367631.0;88.235;SI
1834795.0;366414.0;88.235;SI
1824846.0;378927.0;88.235;SI
1825180.0;376381.0;88.235;SI
1825180.0;376381.0;88.235;SI
