Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
77021.0;168874.0;58.824;SI
80243.0;156181.0;58.824;SI
69425.0;196313.0;70.588;SI
74232.0;178220.0;64.706;SI
73309.0;186880.0;64.706;SI
82248.0;155657.0;58.824;SI
72274.0;186967.0;64.706;SI
72274.0;186967.0;64.706;SI
66955.0;216585.0;70.588;SI
71161.0;195641.0;70.588;SI
78835.0;159750.0;58.824;SI
72274.0;186967.0;64.706;SI
66069.0;326245.0;82.353;SI
74232.0;178220.0;64.706;SI
66955.0;216585.0;70.588;SI
65450.0;410325.0;70.588;SI
74232.0;178220.0;64.706;SI
66245.0;312257.0;82.353;SI
77021.0;168874.0;58.824;SI
76383.0;171828.0;58.824;SI
84833.0;147973.0;58.824;SI
75539.0;176086.0;58.824;SI
80840.0;159226.0;58.824;SI
69729.0;213853.0;64.706;SI
69729.0;213853.0;64.706;SI
70222.0;202141.0;70.588;SI
83338.0;155657.0;58.824;SI
83338.0;155657.0;58.824;SI
72153.0;196313.0;70.588;SI
78943.0;168572.0;64.706;SI
80312.0;163222.0;58.824;SI
78943.0;168572.0;64.706;SI
80247.0;164388.0;58.824;SI
72472.0;186967.0;64.706;SI
72472.0;186967.0;64.706;SI
67045.0;282961.0;58.824;SI
67633.0;216585.0;70.588;SI
67633.0;216585.0;70.588;SI
67045.0;282961.0;58.824;SI
67045.0;282961.0;58.824;SI
67633.0;216585.0;70.588;SI
67633.0;216585.0;70.588;SI
67571.0;226335.0;70.588;SI
74430.0;178220.0;64.706;SI
66530.0;312257.0;82.353;SI
66530.0;312257.0;82.353;SI
66530.0;312257.0;82.353;SI
66323.0;323907.0;82.353;SI
66530.0;312257.0;82.353;SI
66530.0;312257.0;82.353;SI
66323.0;323907.0;82.353;SI
66315.0;428723.0;70.588;SI
66315.0;428723.0;70.588;SI
66530.0;312257.0;82.353;SI
66530.0;312257.0;82.353;SI
77023.0;170958.0;58.824;SI
77023.0;170958.0;58.824;SI
77023.0;170958.0;58.824;SI
77023.0;170958.0;58.824;SI
86471.0;147973.0;58.824;SI
86471.0;147973.0;58.824;SI
86471.0;147973.0;58.824;SI
85063.0;151542.0;58.824;SI
85063.0;151542.0;58.824;SI
76701.0;176086.0;58.824;SI
66432.0;335695.0;82.353;SI
86689.0;147973.0;58.824;SI
86689.0;147973.0;58.824;SI
67893.0;280775.0;58.824;SI
67946.0;226335.0;70.588;SI
83747.0;155948.0;58.824;SI
80250.0;166438.0;58.824;SI
68234.0;216585.0;70.588;SI
74517.0;178220.0;64.706;SI
72673.0;195641.0;70.588;SI
66774.0;315205.0;82.353;SI
70814.0;211821.0;70.588;SI
79477.0;173376.0;58.824;SI
76899.0;176086.0;58.824;SI
76899.0;176086.0;58.824;SI
71976.0;206296.0;64.706;SI
85158.0;154408.0;58.824;SI
74517.0;178220.0;64.706;SI
66774.0;315205.0;82.353;SI
66608.0;323907.0;82.353;SI
85158.0;154408.0;58.824;SI
72382.0;196899.0;70.588;SI
79992.0;170434.0;58.824;SI
71400.0;211731.0;58.824;SI
66440.0;328507.0;82.353;SI
79503.0;170958.0;58.824;SI
71400.0;211731.0;58.824;SI
72382.0;196899.0;70.588;SI
66440.0;328507.0;82.353;SI
72382.0;196899.0;70.588;SI
72382.0;196899.0;70.588;SI
66440.0;328507.0;82.353;SI
66440.0;328507.0;82.353;SI
66440.0;328507.0;82.353;SI
66440.0;328507.0;82.353;SI
