Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
77021.0;98874.0;58.824;SI
80243.0;86181.0;58.824;SI
69425.0;126313.0;70.588;SI
74232.0;108220.0;64.706;SI
73309.0;116880.0;64.706;SI
82248.0;85657.0;58.824;SI
72274.0;116967.0;64.706;SI
72274.0;116967.0;64.706;SI
66955.0;146585.0;70.588;SI
71161.0;125641.0;70.588;SI
78835.0;89750.0;58.824;SI
72274.0;116967.0;64.706;SI
66069.0;256245.0;82.353;SI
74232.0;108220.0;64.706;SI
66955.0;146585.0;70.588;SI
65450.0;200325.0;70.588;SI
74232.0;108220.0;64.706;SI
66245.0;242257.0;82.353;SI
77021.0;98874.0;58.824;SI
76383.0;101828.0;58.824;SI
84833.0;77973.0;58.824;SI
75539.0;106086.0;58.824;SI
80840.0;89226.0;58.824;SI
69729.0;143853.0;64.706;SI
69729.0;143853.0;64.706;SI
70222.0;132141.0;70.588;SI
83338.0;85657.0;58.824;SI
83338.0;85657.0;58.824;SI
72153.0;126313.0;70.588;SI
78943.0;98572.0;64.706;SI
80312.0;93222.0;58.824;SI
78943.0;98572.0;64.706;SI
80247.0;94388.0;58.824;SI
72472.0;116967.0;64.706;SI
72472.0;116967.0;64.706;SI
67045.0;142961.0;58.824;SI
67633.0;146585.0;70.588;SI
67633.0;146585.0;70.588;SI
67045.0;142961.0;58.824;SI
67045.0;142961.0;58.824;SI
67633.0;146585.0;70.588;SI
67633.0;146585.0;70.588;SI
67571.0;156335.0;70.588;SI
74430.0;108220.0;64.706;SI
66530.0;242257.0;82.353;SI
66530.0;242257.0;82.353;SI
66530.0;242257.0;82.353;SI
66323.0;253907.0;82.353;SI
66530.0;242257.0;82.353;SI
66530.0;242257.0;82.353;SI
66323.0;253907.0;82.353;SI
66315.0;218723.0;70.588;SI
66315.0;218723.0;70.588;SI
66530.0;242257.0;82.353;SI
66530.0;242257.0;82.353;SI
77023.0;100958.0;58.824;SI
77023.0;100958.0;58.824;SI
77023.0;100958.0;58.824;SI
77023.0;100958.0;58.824;SI
86471.0;77973.0;58.824;SI
86471.0;77973.0;58.824;SI
86471.0;77973.0;58.824;SI
85063.0;81542.0;58.824;SI
85063.0;81542.0;58.824;SI
76701.0;106086.0;58.824;SI
66432.0;265695.0;82.353;SI
86689.0;77973.0;58.824;SI
86689.0;77973.0;58.824;SI
67893.0;140775.0;58.824;SI
67946.0;156335.0;70.588;SI
83747.0;85948.0;58.824;SI
80250.0;96438.0;58.824;SI
68234.0;146585.0;70.588;SI
74517.0;108220.0;64.706;SI
72673.0;125641.0;70.588;SI
66774.0;245205.0;82.353;SI
70814.0;141821.0;70.588;SI
79477.0;103376.0;58.824;SI
76899.0;106086.0;58.824;SI
76899.0;106086.0;58.824;SI
71976.0;136296.0;64.706;SI
85158.0;84408.0;58.824;SI
74517.0;108220.0;64.706;SI
66774.0;245205.0;82.353;SI
66608.0;253907.0;82.353;SI
85158.0;84408.0;58.824;SI
72382.0;126899.0;70.588;SI
79992.0;100434.0;58.824;SI
71400.0;141731.0;58.824;SI
66440.0;258507.0;82.353;SI
79503.0;100958.0;58.824;SI
71400.0;141731.0;58.824;SI
72382.0;126899.0;70.588;SI
66440.0;258507.0;82.353;SI
72382.0;126899.0;70.588;SI
72382.0;126899.0;70.588;SI
66440.0;258507.0;82.353;SI
66440.0;258507.0;82.353;SI
66440.0;258507.0;82.353;SI
66440.0;258507.0;82.353;SI
