Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
1399234.0;239434.0;44.444;SI
1461507.0;342306.0;66.667;SI
1429082.0;280896.0;55.556;SI
1414794.0;351323.0;66.667;SI
1409622.0;307430.0;61.111;SI
1430034.0;316347.0;61.111;SI
1418708.0;345050.0;66.667;SI
1399234.0;239434.0;44.444;SI
1416107.0;355414.0;66.667;SI
1402734.0;330398.0;61.111;SI
1402734.0;330398.0;61.111;SI
1415011.0;322289.0;61.111;SI
1403555.0;327151.0;61.111;SI
1395491.0;331741.0;61.111;SI
1430110.0;280896.0;55.556;SI
1409745.0;394441.0;66.667;SI
1403382.0;329969.0;61.111;SI
1420039.0;346787.0;66.667;SI
1412241.0;239434.0;44.444;SI
1417061.0;366811.0;66.667;SI
1403086.0;330398.0;61.111;SI
1396596.0;343162.0;61.111;SI
1396457.0;292783.0;55.556;SI
1396168.0;293133.0;55.556;SI
1390281.0;294180.0;55.556;SI
1395095.0;293572.0;55.556;SI
1415430.0;326756.0;61.111;SI
1411534.0;327151.0;61.111;SI
1407159.0;329969.0;61.111;SI
1421249.0;346787.0;66.667;SI
1414639.0;240288.0;44.444;SI
1418218.0;323927.0;61.111;SI
1418218.0;323927.0;61.111;SI
1406978.0;334606.0;61.111;SI
1406978.0;334606.0;61.111;SI
1404334.0;344321.0;61.111;SI
1397815.0;289688.0;55.556;SI
1397738.0;293572.0;55.556;SI
1413390.0;327151.0;61.111;SI
1409789.0;334177.0;61.111;SI
1410736.0;330398.0;61.111;SI
1435663.0;351119.0;66.667;SI
1445110.0;347229.0;66.667;SI
1421631.0;322728.0;61.111;SI
1422164.0;352827.0;66.667;SI
1508152.0;330217.0;33.333;SI
1498596.0;434527.0;38.889;SI
1499186.0;430251.0;38.889;SI
1419018.0;324476.0;61.111;SI
1419018.0;324476.0;61.111;SI
1407919.0;346744.0;61.111;SI
1407919.0;346744.0;61.111;SI
1404968.0;289688.0;55.556;SI
1398230.0;294477.0;55.556;SI
1398113.0;300952.0;55.556;SI
1399426.0;294152.0;55.556;SI
1414144.0;327151.0;61.111;SI
1412321.0;330398.0;61.111;SI
1451402.0;352024.0;66.667;SI
1427557.0;352827.0;66.667;SI
1422815.0;442405.0;72.222;SI
1499497.0;430251.0;38.889;SI
1421266.0;324476.0;61.111;SI
1411486.0;346744.0;61.111;SI
1410345.0;288802.0;55.556;SI
1407035.0;290888.0;55.556;SI
1402486.0;294180.0;55.556;SI
1400330.0;434970.0;61.111;SI
1400497.0;300006.0;55.556;SI
1416068.0;327457.0;61.111;SI
1415514.0;346664.0;61.111;SI
1415514.0;346664.0;61.111;SI
1429917.0;352827.0;66.667;SI
1425775.0;316160.0;61.111;SI
1504499.0;434125.0;38.889;SI
1504388.0;434424.0;38.889;SI
1499942.0;434527.0;38.889;SI
1421638.0;324476.0;61.111;SI
1421477.0;327377.0;61.111;SI
