Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
101388.0;41829.0;66.667;SI
69273.0;138143.0;50.0;SI
69273.0;138143.0;50.0;SI
101388.0;41829.0;66.667;SI
70545.0;110072.0;58.333;SI
72337.0;115909.0;66.667;SI
91340.0;43809.0;66.667;SI
72280.0;106109.0;58.333;SI
96659.0;42858.0;66.667;SI
85731.0;46199.0;66.667;SI
73150.0;106215.0;66.667;SI
73470.0;73717.0;66.667;SI
87356.0;44772.0;66.667;SI
75642.0;57704.0;66.667;SI
82399.0;47255.0;66.667;SI
99917.0;41895.0;66.667;SI
74799.0;69456.0;66.667;SI
96659.0;42858.0;66.667;SI
98667.0;42792.0;66.667;SI
72048.0;107922.0;58.333;SI
76772.0;54627.0;66.667;SI
87356.0;44772.0;66.667;SI
81365.0;50777.0;66.667;SI
73150.0;106215.0;66.667;SI
81741.0;48225.0;66.667;SI
78226.0;54063.0;66.667;SI
70742.0;109002.0;58.333;SI
80007.0;52173.0;66.667;SI
98667.0;42792.0;66.667;SI
76772.0;54627.0;66.667;SI
74799.0;69456.0;66.667;SI
74079.0;71277.0;66.667;SI
74079.0;71277.0;66.667;SI
78814.0;53955.0;66.667;SI
82399.0;47255.0;66.667;SI
78814.0;53955.0;66.667;SI
79574.0;52204.0;66.667;SI
79574.0;52204.0;66.667;SI
78226.0;54063.0;66.667;SI
73470.0;73717.0;66.667;SI
80007.0;52173.0;66.667;SI
81365.0;50777.0;66.667;SI
70742.0;109002.0;58.333;SI
101388.0;41829.0;66.667;SI
69273.0;138143.0;50.0;SI
73150.0;106215.0;66.667;SI
96659.0;42858.0;66.667;SI
87356.0;44772.0;66.667;SI
98667.0;42792.0;66.667;SI
81365.0;50777.0;66.667;SI
76772.0;54627.0;66.667;SI
82399.0;47255.0;66.667;SI
74799.0;69456.0;66.667;SI
78814.0;53955.0;66.667;SI
79574.0;52204.0;66.667;SI
78226.0;54063.0;66.667;SI
73470.0;73717.0;66.667;SI
70742.0;109002.0;58.333;SI
69273.0;138143.0;50.0;SI
101388.0;41829.0;66.667;SI
73150.0;106215.0;66.667;SI
96659.0;42858.0;66.667;SI
87356.0;44772.0;66.667;SI
81365.0;50777.0;66.667;SI
74799.0;69456.0;66.667;SI
82399.0;47255.0;66.667;SI
78814.0;53955.0;66.667;SI
76772.0;54627.0;66.667;SI
79574.0;52204.0;66.667;SI
78226.0;54063.0;66.667;SI
73470.0;73717.0;66.667;SI
70742.0;109002.0;58.333;SI
101388.0;41829.0;66.667;SI
73150.0;106215.0;66.667;SI
96659.0;42858.0;66.667;SI
87356.0;44772.0;66.667;SI
81365.0;50777.0;66.667;SI
82399.0;47255.0;66.667;SI
78814.0;53955.0;66.667;SI
76772.0;54627.0;66.667;SI
78226.0;54063.0;66.667;SI
73470.0;73717.0;66.667;SI
101388.0;41829.0;66.667;SI
73150.0;106215.0;66.667;SI
87356.0;44772.0;66.667;SI
81365.0;50777.0;66.667;SI
82399.0;47255.0;66.667;SI
78814.0;53955.0;66.667;SI
78226.0;54063.0;66.667;SI
101388.0;41829.0;66.667;SI
73150.0;106215.0;66.667;SI
87356.0;44772.0;66.667;SI
81365.0;50777.0;66.667;SI
82399.0;47255.0;66.667;SI
78814.0;53955.0;66.667;SI
78226.0;54063.0;66.667;SI
101388.0;41829.0;66.667;SI
87356.0;44772.0;66.667;SI
81365.0;50777.0;66.667;SI
82399.0;47255.0;66.667;SI
