Objetivo 1; Objetivo 2; Porcentaje de peticiones servidas; Solucion factible
<<<<<<< HEAD
1316920.0;769042.0;90.0;SI
1396165.0;263346.0;70.0;SI
1392556.0;268364.0;70.0;SI
1317430.0;768559.0;90.0;SI
1377886.0;279532.0;65.0;SI
1320105.0;768514.0;90.0;SI
1410248.0;252512.0;70.0;SI
1401213.0;257403.0;70.0;SI
1328632.0;759609.0;90.0;SI
1389501.0;256942.0;70.0;SI
1386056.0;268402.0;70.0;SI
1320904.0;767053.0;90.0;SI
1401260.0;255240.0;70.0;SI
1404306.0;253109.0;70.0;SI
1315367.0;813441.0;90.0;SI
1315391.0;769849.0;90.0;SI
1329721.0;725490.0;90.0;SI
1399084.0;262913.0;70.0;SI
1378665.0;270157.0;70.0;SI
1317029.0;769042.0;90.0;SI
1397411.0;267198.0;70.0;SI
1319133.0;768559.0;90.0;SI
1320831.0;768514.0;90.0;SI
1320831.0;768514.0;90.0;SI
1414518.0;252512.0;70.0;SI
1387532.0;258331.0;70.0;SI
1378398.0;258513.0;70.0;SI
1403200.0;262379.0;70.0;SI
1395912.0;257799.0;70.0;SI
1322281.0;767664.0;90.0;SI
1324701.0;767136.0;90.0;SI
1322281.0;767664.0;90.0;SI
1322281.0;767664.0;90.0;SI
1326046.0;767053.0;90.0;SI
1414425.0;254661.0;70.0;SI
1404851.0;257201.0;70.0;SI
1408239.0;255255.0;70.0;SI
1406259.0;256774.0;70.0;SI
1337556.0;725490.0;90.0;SI
1334728.0;730190.0;90.0;SI
1337556.0;725490.0;90.0;SI
1333058.0;732155.0;90.0;SI
1337556.0;725490.0;90.0;SI
1337556.0;725490.0;90.0;SI
1330422.0;743766.0;90.0;SI
1399696.0;266044.0;70.0;SI
1401680.0;263964.0;70.0;SI
1384961.0;230694.0;65.0;SI
1384208.0;233500.0;65.0;SI
1384961.0;230694.0;65.0;SI
1384208.0;233500.0;65.0;SI
1397124.0;273597.0;70.0;SI
1384208.0;233500.0;65.0;SI
1384208.0;233500.0;65.0;SI
1384208.0;233500.0;65.0;SI
1317154.0;769042.0;90.0;SI
1397580.0;270422.0;70.0;SI
1397696.0;269153.0;70.0;SI
1321840.0;768514.0;90.0;SI
1417040.0;252512.0;70.0;SI
1417040.0;252512.0;70.0;SI
1384918.0;259372.0;70.0;SI
1387689.0;258587.0;70.0;SI
1412921.0;262418.0;70.0;SI
1398620.0;257799.0;70.0;SI
1324969.0;767664.0;90.0;SI
1327493.0;767053.0;90.0;SI
1326122.0;767136.0;90.0;SI
1327493.0;767053.0;90.0;SI
1415529.0;254788.0;70.0;SI
1405095.0;257201.0;70.0;SI
1408593.0;255648.0;70.0;SI
1407113.0;256774.0;70.0;SI
1334781.0;730190.0;90.0;SI
1333912.0;740270.0;90.0;SI
1338779.0;725490.0;90.0;SI
1331521.0;743766.0;90.0;SI
1400260.0;268692.0;70.0;SI
1400260.0;268692.0;70.0;SI
1403705.0;264400.0;70.0;SI
1403978.0;264360.0;70.0;SI
1390411.0;231552.0;65.0;SI
1397564.0;230764.0;65.0;SI
1385662.0;233500.0;65.0;SI
1318291.0;770377.0;90.0;SI
1422869.0;253052.0;70.0;SI
1387088.0;279861.0;65.0;SI
1339770.0;725490.0;90.0;SI
1409397.0;264557.0;70.0;SI
1385666.0;259661.0;70.0;SI
1389968.0;266852.0;65.0;SI
1390763.0;232154.0;65.0;SI
1396987.0;231899.0;65.0;SI
